"","participant","slide","CHOL","confidence","asst_pred","unasst_pred","gt","name","type"
"493","P1Test2_03082019","slide6.1",0.000912786,0.999087214,1,1,1,"None-GI Specialist 2","Non-GI Specialist"
"494","P1Test2_03082019","slide6.10",0.598335773,0.401664227,1,1,1,"None-GI Specialist 2","Non-GI Specialist"
"495","P1Test2_03082019","slide6.2",0.00309366,0.99690634,1,1,1,"None-GI Specialist 2","Non-GI Specialist"
"496","P1Test2_03082019","slide6.3",0,1,1,1,1,"None-GI Specialist 2","Non-GI Specialist"
"497","P1Test2_03082019","slide6.4",0.938303657,0.061696343,0,0,0,"None-GI Specialist 2","Non-GI Specialist"
"498","P1Test2_03082019","slide6.5",0.424745306,0.575254694,1,1,0,"None-GI Specialist 2","Non-GI Specialist"
"499","P1Test2_03082019","slide6.6",0.035350025,0.964649975,1,1,1,"None-GI Specialist 2","Non-GI Specialist"
"500","P1Test2_03082019","slide6.7",0.96959687,0.03040313,0,0,0,"None-GI Specialist 2","Non-GI Specialist"
"501","P1Test2_03082019","slide6.8",0.673731016,0.326268984,0,0,0,"None-GI Specialist 2","Non-GI Specialist"
"502","P1Test2_03082019","slide6.9",0.997738439,0.002261561,0,1,0,"None-GI Specialist 2","Non-GI Specialist"
"503","P1Test2_03082019","slide8.1",0.79443654,0.20556346,0,1,0,"None-GI Specialist 2","Non-GI Specialist"
"504","P1Test2_03082019","slide8.10",0.000973821,0.999026179,1,1,1,"None-GI Specialist 2","Non-GI Specialist"
"505","P1Test2_03082019","slide8.2",0.992883068,0.007116932,0,0,0,"None-GI Specialist 2","Non-GI Specialist"
"506","P1Test2_03082019","slide8.3",0.990358624,0.009641376,0,0,0,"None-GI Specialist 2","Non-GI Specialist"
"507","P1Test2_03082019","slide8.4",0.280640841,0.719359159,1,1,1,"None-GI Specialist 2","Non-GI Specialist"
"508","P1Test2_03082019","slide8.5",5.52e-05,0.999944806,1,1,1,"None-GI Specialist 2","Non-GI Specialist"
"509","P1Test2_03082019","slide8.6",0.141307414,0.858692586,1,1,1,"None-GI Specialist 2","Non-GI Specialist"
"510","P1Test2_03082019","slide8.7",0.942063701,0.057936299,1,1,0,"None-GI Specialist 2","Non-GI Specialist"
"511","P1Test2_03082019","slide8.8",0.77023752,0.22976248,0,0,0,"None-GI Specialist 2","Non-GI Specialist"
"512","P1Test2_03082019","slide8.9",0,1,1,1,1,"None-GI Specialist 2","Non-GI Specialist"
"513","P10Test1_02152019","slide0.1",0.002359152,0.997640848,NA,NA,NA,"None-GI Specialist 3","Non-GI Specialist"
"514","P10Test1_02152019","slide0.2",0.015233755,0.984766245,NA,NA,NA,"None-GI Specialist 3","Non-GI Specialist"
"515","P10Test1_02152019","slide0.3",0.962039832,0.037960168,NA,NA,NA,"None-GI Specialist 3","Non-GI Specialist"
"516","P10Test1_02152019","slide1.1",0.906882271,0.093117729,0,0,0,"None-GI Specialist 3","Non-GI Specialist"
"517","P10Test1_02152019","slide1.10",0.998369301,0.001630699,0,0,0,"None-GI Specialist 3","Non-GI Specialist"
"518","P10Test1_02152019","slide1.2",0.217720509,0.782279491,1,1,1,"None-GI Specialist 3","Non-GI Specialist"
"519","P10Test1_02152019","slide1.3",0.999941435,5.86e-05,0,0,0,"None-GI Specialist 3","Non-GI Specialist"
"520","P10Test1_02152019","slide1.4",0.039704204,0.960295796,1,1,1,"None-GI Specialist 3","Non-GI Specialist"
"521","P10Test1_02152019","slide1.5",3.58e-07,0.999999642,1,1,1,"None-GI Specialist 3","Non-GI Specialist"
"522","P10Test1_02152019","slide1.6",0.997739018,0.002260982,0,0,0,"None-GI Specialist 3","Non-GI Specialist"
"523","P10Test1_02152019","slide1.7",0.036373794,0.963626206,1,1,1,"None-GI Specialist 3","Non-GI Specialist"
"524","P10Test1_02152019","slide1.8",0.538027257,0.461972743,1,1,1,"None-GI Specialist 3","Non-GI Specialist"
"525","P10Test1_02152019","slide1.9",0,1,1,1,1,"None-GI Specialist 3","Non-GI Specialist"
"526","P10Test1_02152019","slide3.1",1.19e-07,0.999999881,1,1,0,"None-GI Specialist 3","Non-GI Specialist"
"527","P10Test1_02152019","slide3.10",0.975597909,0.024402091,0,1,0,"None-GI Specialist 3","Non-GI Specialist"
"528","P10Test1_02152019","slide3.2",0.981436975,0.018563025,0,0,0,"None-GI Specialist 3","Non-GI Specialist"
"529","P10Test1_02152019","slide3.3",0.910394914,0.089605086,0,0,0,"None-GI Specialist 3","Non-GI Specialist"
"530","P10Test1_02152019","slide3.4",8.27e-05,0.999917269,1,1,1,"None-GI Specialist 3","Non-GI Specialist"
"531","P10Test1_02152019","slide3.5",0,1,1,1,1,"None-GI Specialist 3","Non-GI Specialist"
"532","P10Test1_02152019","slide3.6",0.001599491,0.998400509,1,1,1,"None-GI Specialist 3","Non-GI Specialist"
"533","P10Test1_02152019","slide3.7",0.962922242,0.037077758,0,1,0,"None-GI Specialist 3","Non-GI Specialist"
"534","P10Test1_02152019","slide3.8",0.897126347,0.102873653,0,1,0,"None-GI Specialist 3","Non-GI Specialist"
"535","P10Test1_02152019","slide3.9",0.987644696,0.012355304,0,1,0,"None-GI Specialist 3","Non-GI Specialist"
"536","P10Test1_02152019","slide5.1",0.965757072,0.034242928,0,0,0,"None-GI Specialist 3","Non-GI Specialist"
"537","P10Test1_02152019","slide5.10",0.975231333,0.024768667,0,0,0,"None-GI Specialist 3","Non-GI Specialist"
"538","P10Test1_02152019","slide5.2",0.063740492,0.936259508,0,0,0,"None-GI Specialist 3","Non-GI Specialist"
"539","P10Test1_02152019","slide5.3",0,1,1,1,1,"None-GI Specialist 3","Non-GI Specialist"
"540","P10Test1_02152019","slide5.4",4.29e-06,0.999995708,1,1,1,"None-GI Specialist 3","Non-GI Specialist"
"541","P10Test1_02152019","slide5.5",0.007042766,0.992957234,1,1,1,"None-GI Specialist 3","Non-GI Specialist"
"542","P10Test1_02152019","slide5.6",0.021353424,0.978646576,1,1,1,"None-GI Specialist 3","Non-GI Specialist"
"543","P10Test1_02152019","slide5.7",0.316873491,0.683126509,1,1,0,"None-GI Specialist 3","Non-GI Specialist"
"544","P10Test1_02152019","slide5.8",0.075411439,0.924588561,1,1,1,"None-GI Specialist 3","Non-GI Specialist"
"545","P10Test1_02152019","slide5.9",1.73e-05,0.999982715,1,1,1,"None-GI Specialist 3","Non-GI Specialist"
"546","P10Test1_02152019","slide7.1",0.139561117,0.860438883,1,0,0,"None-GI Specialist 3","Non-GI Specialist"
"547","P10Test1_02152019","slide7.10",0.525016814,0.474983186,0,0,0,"None-GI Specialist 3","Non-GI Specialist"
"548","P10Test1_02152019","slide7.2",2.86e-06,0.999997139,1,1,1,"None-GI Specialist 3","Non-GI Specialist"
"549","P10Test1_02152019","slide7.3",0.91021654,0.08978346,0,0,0,"None-GI Specialist 3","Non-GI Specialist"
"550","P10Test1_02152019","slide7.4",0,1,1,1,1,"None-GI Specialist 3","Non-GI Specialist"
"551","P10Test1_02152019","slide7.5",0,1,1,1,1,"None-GI Specialist 3","Non-GI Specialist"
"552","P10Test1_02152019","slide7.6",0.823125631,0.176874369,0,0,0,"None-GI Specialist 3","Non-GI Specialist"
"553","P10Test1_02152019","slide7.7",1.55e-06,0.99999845,1,1,1,"None-GI Specialist 3","Non-GI Specialist"
"554","P10Test1_02152019","slide7.8",0.989987165,0.010012835,0,0,0,"None-GI Specialist 3","Non-GI Specialist"
"555","P10Test1_02152019","slide7.9",0.044172943,0.955827057,1,1,0,"None-GI Specialist 3","Non-GI Specialist"
"556","P11Test2_02202019","slide0.1",0.000529706,0.999470294,NA,NA,NA,"Pathologist NOC 1","Pathologist NOC"
"557","P11Test2_02202019","slide0.2",0.752992526,0.247007474,NA,NA,NA,"Pathologist NOC 1","Pathologist NOC"
"558","P11Test2_02202019","slide0.3",0.705272466,0.294727534,NA,NA,NA,"Pathologist NOC 1","Pathologist NOC"
"559","P11Test2_02202019","slide0.4",0.918339215,0.081660785,NA,NA,NA,"Pathologist NOC 1","Pathologist NOC"
"560","P11Test2_02202019","slide2.1",0,1,1,1,1,"Pathologist NOC 1","Pathologist NOC"
"561","P11Test2_02202019","slide2.10",0.949727729,0.050272271,0,0,0,"Pathologist NOC 1","Pathologist NOC"
"562","P11Test2_02202019","slide2.2",0.999905227,9.48e-05,0,0,0,"Pathologist NOC 1","Pathologist NOC"
"563","P11Test2_02202019","slide2.3",0.19809866,0.80190134,0,0,0,"Pathologist NOC 1","Pathologist NOC"
"564","P11Test2_02202019","slide2.4",1.07e-06,0.999998927,1,1,1,"Pathologist NOC 1","Pathologist NOC"
"565","P11Test2_02202019","slide2.5",0.999650867,0.000349133,0,0,0,"Pathologist NOC 1","Pathologist NOC"
"566","P11Test2_02202019","slide2.6",0.938532431,0.061467569,0,0,0,"Pathologist NOC 1","Pathologist NOC"
"567","P11Test2_02202019","slide2.7",0.424362719,0.575637281,1,1,1,"Pathologist NOC 1","Pathologist NOC"
"568","P11Test2_02202019","slide2.8",0,1,1,1,1,"Pathologist NOC 1","Pathologist NOC"
"569","P11Test2_02202019","slide2.9",0.484676361,0.515323639,1,1,1,"Pathologist NOC 1","Pathologist NOC"
"570","P11Test2_02202019","slide4.1",0.369345605,0.630654395,0,1,1,"Pathologist NOC 1","Pathologist NOC"
"571","P11Test2_02202019","slide4.10",0.980484977,0.019515023,0,0,0,"Pathologist NOC 1","Pathologist NOC"
"572","P11Test2_02202019","slide4.2",4.77e-07,0.999999523,1,1,1,"Pathologist NOC 1","Pathologist NOC"
"573","P11Test2_02202019","slide4.3",0.992275408,0.007724592,1,1,1,"Pathologist NOC 1","Pathologist NOC"
"574","P11Test2_02202019","slide4.4",0.97549854,0.02450146,0,0,0,"Pathologist NOC 1","Pathologist NOC"
"575","P11Test2_02202019","slide4.5",1.19e-07,0.999999881,1,1,1,"Pathologist NOC 1","Pathologist NOC"
"576","P11Test2_02202019","slide4.6",0.49526,0.50474,1,1,1,"Pathologist NOC 1","Pathologist NOC"
"577","P11Test2_02202019","slide4.7",0.000611663,0.999388337,1,1,1,"Pathologist NOC 1","Pathologist NOC"
"578","P11Test2_02202019","slide4.8",0.999870888,0.000129112,0,0,0,"Pathologist NOC 1","Pathologist NOC"
"579","P11Test2_02202019","slide4.9",0.226256669,0.773743331,0,0,0,"Pathologist NOC 1","Pathologist NOC"
"580","P11Test2_02202019","slide6.1",2.15e-06,0.999997854,1,1,1,"Pathologist NOC 1","Pathologist NOC"
"581","P11Test2_02202019","slide6.10",0.018330514,0.981669486,1,1,1,"Pathologist NOC 1","Pathologist NOC"
"582","P11Test2_02202019","slide6.2",0.000137448,0.999862552,1,1,1,"Pathologist NOC 1","Pathologist NOC"
"583","P11Test2_02202019","slide6.3",0,1,1,1,1,"Pathologist NOC 1","Pathologist NOC"
"584","P11Test2_02202019","slide6.4",0.96478086,0.03521914,0,0,0,"Pathologist NOC 1","Pathologist NOC"
"585","P11Test2_02202019","slide6.5",0.962344125,0.037655875,0,0,0,"Pathologist NOC 1","Pathologist NOC"
"586","P11Test2_02202019","slide6.6",0.00164324,0.99835676,1,1,1,"Pathologist NOC 1","Pathologist NOC"
"587","P11Test2_02202019","slide6.7",0.97387564,0.02612436,0,0,0,"Pathologist NOC 1","Pathologist NOC"
"588","P11Test2_02202019","slide6.8",0.997370327,0.002629673,0,0,0,"Pathologist NOC 1","Pathologist NOC"
"589","P11Test2_02202019","slide6.9",0.999104067,0.000895933,0,0,0,"Pathologist NOC 1","Pathologist NOC"
"590","P11Test2_02202019","slide8.1",0.953988459,0.046011541,0,0,0,"Pathologist NOC 1","Pathologist NOC"
"591","P11Test2_02202019","slide8.10",0,1,1,1,1,"Pathologist NOC 1","Pathologist NOC"
"592","P11Test2_02202019","slide8.2",0.995915119,0.004084881,0,0,0,"Pathologist NOC 1","Pathologist NOC"
"593","P11Test2_02202019","slide8.3",0.991817742,0.008182258,0,0,0,"Pathologist NOC 1","Pathologist NOC"
"594","P11Test2_02202019","slide8.4",0.027479947,0.972520053,1,1,1,"Pathologist NOC 1","Pathologist NOC"
"595","P11Test2_02202019","slide8.5",0.038509011,0.961490989,1,1,1,"Pathologist NOC 1","Pathologist NOC"
"596","P11Test2_02202019","slide8.6",0.364643872,0.635356128,1,1,1,"Pathologist NOC 1","Pathologist NOC"
"597","P11Test2_02202019","slide8.7",0.999248785,0.000751215,0,0,0,"Pathologist NOC 1","Pathologist NOC"
"598","P11Test2_02202019","slide8.8",0.984065915,0.015934085,0,0,0,"Pathologist NOC 1","Pathologist NOC"
"599","P11Test2_02202019","slide8.9",1.31e-06,0.999998689,1,1,1,"Pathologist NOC 1","Pathologist NOC"
"600","P2Test2_02182019","slide0.4",0.934688769,0.065311231,NA,NA,NA,"Trainee 1","Trainee"
"601","P2Test2_02182019","slide2.1",0,1,1,0,1,"Trainee 1","Trainee"
"602","P2Test2_02182019","slide2.10",0.508001818,0.491998182,1,0,0,"Trainee 1","Trainee"
"603","P2Test2_02182019","slide2.2",0.999974281,2.57e-05,0,0,0,"Trainee 1","Trainee"
"604","P2Test2_02182019","slide2.3",0.998985686,0.001014314,0,0,0,"Trainee 1","Trainee"
"605","P2Test2_02182019","slide2.4",0.000182629,0.999817371,1,1,1,"Trainee 1","Trainee"
"606","P2Test2_02182019","slide2.5",0.99976842,0.00023158,0,0,0,"Trainee 1","Trainee"
"607","P2Test2_02182019","slide2.6",0.998930354,0.001069646,0,0,0,"Trainee 1","Trainee"
"608","P2Test2_02182019","slide2.7",0.41515854,0.58484146,1,1,1,"Trainee 1","Trainee"
"609","P2Test2_02182019","slide2.8",0.001928866,0.998071134,1,0,1,"Trainee 1","Trainee"
"610","P2Test2_02182019","slide2.9",0.053901911,0.946098089,1,1,1,"Trainee 1","Trainee"
"611","P2Test2_02182019","slide4.1",0.33571434,0.66428566,1,1,1,"Trainee 1","Trainee"
"612","P2Test2_02182019","slide4.10",0.246010721,0.753989279,1,0,0,"Trainee 1","Trainee"
"613","P2Test2_02182019","slide4.2",0,1,1,1,1,"Trainee 1","Trainee"
"614","P2Test2_02182019","slide4.3",0.883493433,0.116506567,0,0,1,"Trainee 1","Trainee"
"615","P2Test2_02182019","slide4.4",0.975167494,0.024832506,0,0,0,"Trainee 1","Trainee"
"616","P2Test2_02182019","slide4.5",1.19e-07,0.999999881,1,1,1,"Trainee 1","Trainee"
"617","P2Test2_02182019","slide4.6",0.510034829,0.489965171,1,0,1,"Trainee 1","Trainee"
"618","P2Test2_02182019","slide4.7",5.48e-06,0.999994516,1,1,1,"Trainee 1","Trainee"
"619","P2Test2_02182019","slide4.8",0.999995138,4.86e-06,0,0,0,"Trainee 1","Trainee"
"620","P2Test2_02182019","slide4.9",0.965126835,0.034873165,0,0,0,"Trainee 1","Trainee"
"621","P2Test2_02182019","slide6.1",0.000249326,0.999750674,1,1,1,"Trainee 1","Trainee"
"622","P2Test2_02182019","slide6.10",0.307283878,0.692716122,1,0,1,"Trainee 1","Trainee"
"623","P2Test2_02182019","slide6.2",0.003040552,0.996959448,1,1,1,"Trainee 1","Trainee"
"624","P2Test2_02182019","slide6.3",2.38e-07,0.999999762,1,1,1,"Trainee 1","Trainee"
"625","P2Test2_02182019","slide6.4",0.996876264,0.003123736,0,1,0,"Trainee 1","Trainee"
"626","P2Test2_02182019","slide6.5",0.36151883,0.63848117,1,0,0,"Trainee 1","Trainee"
"627","P2Test2_02182019","slide6.6",0.129307926,0.870692074,1,0,1,"Trainee 1","Trainee"
"628","P2Test2_02182019","slide6.7",0.651780157,0.348219843,0,0,0,"Trainee 1","Trainee"
"629","P2Test2_02182019","slide6.8",0.784684613,0.215315387,0,0,0,"Trainee 1","Trainee"
"630","P2Test2_02182019","slide6.9",0.875846982,0.124153018,0,0,0,"Trainee 1","Trainee"
"631","P2Test2_02182019","slide8.1",0.984414772,0.015585228,0,1,0,"Trainee 1","Trainee"
"632","P2Test2_02182019","slide8.10",0.018959612,0.981040388,1,1,1,"Trainee 1","Trainee"
"633","P2Test2_02182019","slide8.2",0.984977501,0.015022499,0,0,0,"Trainee 1","Trainee"
"634","P2Test2_02182019","slide8.3",0.97100733,0.02899267,0,0,0,"Trainee 1","Trainee"
"635","P2Test2_02182019","slide8.4",0.047495067,0.952504933,1,1,1,"Trainee 1","Trainee"
"636","P2Test2_02182019","slide8.5",0.123052657,0.876947343,1,1,1,"Trainee 1","Trainee"
"637","P2Test2_02182019","slide8.6",0.615637511,0.384362489,1,1,1,"Trainee 1","Trainee"
"638","P2Test2_02182019","slide8.7",0.416875243,0.583124757,1,1,0,"Trainee 1","Trainee"
"639","P2Test2_02182019","slide8.8",0.805448964,0.194551036,0,0,0,"Trainee 1","Trainee"
"640","P2Test2_02182019","slide8.9",0,1,1,1,1,"Trainee 1","Trainee"
"641","P3Test1_02212019","slide1.1",0.956610497,0.043389503,0,1,0,"Pathologist NOC 2","Pathologist NOC"
"642","P3Test1_02212019","slide1.10",0.885912515,0.114087485,0,0,0,"Pathologist NOC 2","Pathologist NOC"
"643","P3Test1_02212019","slide1.2",0.000201881,0.999798119,1,1,1,"Pathologist NOC 2","Pathologist NOC"
"644","P3Test1_02212019","slide1.3",0.999766114,0.000233886,0,0,0,"Pathologist NOC 2","Pathologist NOC"
"645","P3Test1_02212019","slide1.4",0.468127243,0.531872757,1,1,1,"Pathologist NOC 2","Pathologist NOC"
"646","P3Test1_02212019","slide1.5",0,1,1,1,1,"Pathologist NOC 2","Pathologist NOC"
"647","P3Test1_02212019","slide1.6",0.998598988,0.001401012,0,0,0,"Pathologist NOC 2","Pathologist NOC"
"648","P3Test1_02212019","slide1.7",0.43235819,0.56764181,1,1,1,"Pathologist NOC 2","Pathologist NOC"
"649","P3Test1_02212019","slide1.8",0.009101272,0.990898728,1,1,1,"Pathologist NOC 2","Pathologist NOC"
"650","P3Test1_02212019","slide1.9",0,1,1,1,1,"Pathologist NOC 2","Pathologist NOC"
"651","P3Test1_02212019","slide3.1",4.83e-05,0.99995172,1,0,0,"Pathologist NOC 2","Pathologist NOC"
"652","P3Test1_02212019","slide3.10",0.986468132,0.013531868,0,1,0,"Pathologist NOC 2","Pathologist NOC"
"653","P3Test1_02212019","slide3.2",0.410940349,0.589059651,0,0,0,"Pathologist NOC 2","Pathologist NOC"
"654","P3Test1_02212019","slide3.3",0.463729978,0.536270022,0,0,0,"Pathologist NOC 2","Pathologist NOC"
"655","P3Test1_02212019","slide3.4",0.015930355,0.984069645,1,1,1,"Pathologist NOC 2","Pathologist NOC"
"656","P3Test1_02212019","slide3.5",0,1,1,1,1,"Pathologist NOC 2","Pathologist NOC"
"657","P3Test1_02212019","slide3.6",0.005874991,0.994125009,1,1,1,"Pathologist NOC 2","Pathologist NOC"
"658","P3Test1_02212019","slide3.7",0.326242283,0.673757717,1,0,0,"Pathologist NOC 2","Pathologist NOC"
"659","P3Test1_02212019","slide3.8",0.981747089,0.018252911,0,0,0,"Pathologist NOC 2","Pathologist NOC"
"660","P3Test1_02212019","slide3.9",0.998651834,0.001348166,0,0,0,"Pathologist NOC 2","Pathologist NOC"
"661","P3Test1_02212019","slide5.1",0.988279357,0.011720643,0,0,0,"Pathologist NOC 2","Pathologist NOC"
"662","P3Test1_02212019","slide5.10",0.980369724,0.019630276,0,0,0,"Pathologist NOC 2","Pathologist NOC"
"663","P3Test1_02212019","slide5.2",0.817878351,0.182121649,0,0,0,"Pathologist NOC 2","Pathologist NOC"
"664","P3Test1_02212019","slide5.3",3.81e-06,0.999996185,1,1,1,"Pathologist NOC 2","Pathologist NOC"
"665","P3Test1_02212019","slide5.4",2.62e-06,0.999997377,1,1,1,"Pathologist NOC 2","Pathologist NOC"
"666","P3Test1_02212019","slide5.5",0.011597693,0.988402307,1,1,1,"Pathologist NOC 2","Pathologist NOC"
"667","P3Test1_02212019","slide5.6",0.021205902,0.978794098,1,1,1,"Pathologist NOC 2","Pathologist NOC"
"668","P3Test1_02212019","slide5.7",0.994542771,0.005457229,0,0,0,"Pathologist NOC 2","Pathologist NOC"
"669","P3Test1_02212019","slide5.8",0.00172317,0.99827683,1,1,1,"Pathologist NOC 2","Pathologist NOC"
"670","P3Test1_02212019","slide5.9",9.54e-07,0.999999046,1,1,1,"Pathologist NOC 2","Pathologist NOC"
"671","P3Test1_02212019","slide7.1",0.085924625,0.914075375,1,1,0,"Pathologist NOC 2","Pathologist NOC"
"672","P3Test1_02212019","slide7.10",0.004933506,0.995066494,1,0,0,"Pathologist NOC 2","Pathologist NOC"
"673","P3Test1_02212019","slide7.2",0.0018031,0.9981969,1,1,1,"Pathologist NOC 2","Pathologist NOC"
"674","P3Test1_02212019","slide7.3",0.944978129,0.055021871,0,0,0,"Pathologist NOC 2","Pathologist NOC"
"675","P3Test1_02212019","slide7.4",1.19e-07,0.999999881,1,1,1,"Pathologist NOC 2","Pathologist NOC"
"676","P3Test1_02212019","slide7.5",0,1,1,1,1,"Pathologist NOC 2","Pathologist NOC"
"677","P3Test1_02212019","slide7.6",0.895361066,0.104638934,0,0,0,"Pathologist NOC 2","Pathologist NOC"
"678","P3Test1_02212019","slide7.7",0,1,1,1,1,"Pathologist NOC 2","Pathologist NOC"
"679","P3Test1_02212019","slide7.8",0.986639227,0.013360773,0,0,0,"Pathologist NOC 2","Pathologist NOC"
"680","P3Test1_02212019","slide7.9",0.022636533,0.977363467,1,0,0,"Pathologist NOC 2","Pathologist NOC"
"681","P4Test1_02242019","slide0.1",0.183410108,0.816589892,NA,NA,NA,"GI Specialist 1","GI Specialist"
"682","P4Test1_02242019","slide0.2",0.001228631,0.998771369,NA,NA,NA,"GI Specialist 1","GI Specialist"
"683","P4Test1_02242019","slide0.3",0.876992434,0.123007566,NA,NA,NA,"GI Specialist 1","GI Specialist"
"684","P4Test1_02242019","slide0.4",0.984038129,0.015961871,NA,NA,NA,"GI Specialist 1","GI Specialist"
"685","P4Test1_02242019","slide1.1",0.986162119,0.013837881,0,0,0,"GI Specialist 1","GI Specialist"
"686","P4Test1_02242019","slide1.10",0.977467438,0.022532562,0,0,0,"GI Specialist 1","GI Specialist"
"687","P4Test1_02242019","slide1.2",0.955082595,0.044917405,1,1,1,"GI Specialist 1","GI Specialist"
"688","P4Test1_02242019","slide1.3",0.985677483,0.014322517,0,0,0,"GI Specialist 1","GI Specialist"
"689","P4Test1_02242019","slide1.4",0.005287647,0.994712353,1,1,1,"GI Specialist 1","GI Specialist"
"690","P4Test1_02242019","slide1.5",2.9e-05,0.999971032,1,1,1,"GI Specialist 1","GI Specialist"
"691","P4Test1_02242019","slide1.6",0.997163194,0.002836806,0,0,0,"GI Specialist 1","GI Specialist"
"692","P4Test1_02242019","slide1.7",0.505068839,0.494931161,1,1,1,"GI Specialist 1","GI Specialist"
"693","P4Test1_02242019","slide1.8",0.000550449,0.999449551,1,1,1,"GI Specialist 1","GI Specialist"
"694","P4Test1_02242019","slide1.9",0,1,1,1,1,"GI Specialist 1","GI Specialist"
"695","P4Test1_02242019","slide3.1",0.00032115,0.99967885,1,1,0,"GI Specialist 1","GI Specialist"
"696","P4Test1_02242019","slide3.10",0.887301855,0.112698145,0,1,0,"GI Specialist 1","GI Specialist"
"697","P4Test1_02242019","slide3.2",0.850430802,0.149569198,0,0,0,"GI Specialist 1","GI Specialist"
"698","P4Test1_02242019","slide3.3",0.725206017,0.274793983,0,0,0,"GI Specialist 1","GI Specialist"
"699","P4Test1_02242019","slide3.4",0.670611888,0.329388112,1,1,1,"GI Specialist 1","GI Specialist"
"700","P4Test1_02242019","slide3.5",0,1,1,1,1,"GI Specialist 1","GI Specialist"
"701","P4Test1_02242019","slide3.6",0.003100514,0.996899486,1,1,1,"GI Specialist 1","GI Specialist"
"702","P4Test1_02242019","slide3.7",0.999967061,3.29e-05,0,0,0,"GI Specialist 1","GI Specialist"
"703","P4Test1_02242019","slide3.8",0.992321852,0.007678148,0,0,0,"GI Specialist 1","GI Specialist"
"704","P4Test1_02242019","slide3.9",0.99628377,0.00371623,0,0,0,"GI Specialist 1","GI Specialist"
"705","P4Test1_02242019","slide5.1",0.990639238,0.009360762,0,0,0,"GI Specialist 1","GI Specialist"
"706","P4Test1_02242019","slide5.10",0.99924883,0.00075117,0,0,0,"GI Specialist 1","GI Specialist"
"707","P4Test1_02242019","slide5.2",0.679906964,0.320093036,0,0,0,"GI Specialist 1","GI Specialist"
"708","P4Test1_02242019","slide5.3",1.53e-05,0.999984741,1,1,1,"GI Specialist 1","GI Specialist"
"709","P4Test1_02242019","slide5.4",0.000164866,0.999835134,1,1,1,"GI Specialist 1","GI Specialist"
"710","P4Test1_02242019","slide5.5",0.017473578,0.982526422,1,1,1,"GI Specialist 1","GI Specialist"
"711","P4Test1_02242019","slide5.6",0.006005824,0.993994176,1,1,1,"GI Specialist 1","GI Specialist"
"712","P4Test1_02242019","slide5.7",0.778422073,0.221577927,0,0,0,"GI Specialist 1","GI Specialist"
"713","P4Test1_02242019","slide5.8",0.000208199,0.999791801,1,1,1,"GI Specialist 1","GI Specialist"
"714","P4Test1_02242019","slide5.9",1.37e-05,0.999986291,1,1,1,"GI Specialist 1","GI Specialist"
"715","P4Test1_02242019","slide7.1",0.166576445,0.833423555,1,1,0,"GI Specialist 1","GI Specialist"
"716","P4Test1_02242019","slide7.10",0.00486815,0.99513185,1,1,0,"GI Specialist 1","GI Specialist"
"717","P4Test1_02242019","slide7.2",1.67e-06,0.999998331,1,1,1,"GI Specialist 1","GI Specialist"
"718","P4Test1_02242019","slide7.3",0.967044931,0.032955069,0,0,0,"GI Specialist 1","GI Specialist"
"719","P4Test1_02242019","slide7.4",0.000663817,0.999336183,1,1,1,"GI Specialist 1","GI Specialist"
"720","P4Test1_02242019","slide7.5",0,1,1,1,1,"GI Specialist 1","GI Specialist"
"721","P4Test1_02242019","slide7.6",0.804810435,0.195189565,0,0,0,"GI Specialist 1","GI Specialist"
"722","P4Test1_02242019","slide7.7",4.77e-06,0.999995232,1,1,1,"GI Specialist 1","GI Specialist"
"723","P4Test1_02242019","slide7.8",0.996103482,0.003896518,0,0,0,"GI Specialist 1","GI Specialist"
"724","P4Test1_02242019","slide7.9",0.99267406,0.00732594,0,0,0,"GI Specialist 1","GI Specialist"
"725","P5Test2_02212019","slide0.1",0.051493466,0.948506534,NA,NA,NA,"Trainee 3","Trainee"
"726","P5Test2_02212019","slide0.3",0.770872593,0.229127407,NA,NA,NA,"Trainee 3","Trainee"
"727","P5Test2_02212019","slide2.1",0.000412613,0.999587387,1,1,1,"Trainee 3","Trainee"
"728","P5Test2_02212019","slide2.10",0.998698113,0.001301887,0,0,0,"Trainee 3","Trainee"
"729","P5Test2_02212019","slide2.2",0.999998593,1.41e-06,0,0,0,"Trainee 3","Trainee"
"730","P5Test2_02212019","slide2.3",0.980475929,0.019524071,0,0,0,"Trainee 3","Trainee"
"731","P5Test2_02212019","slide2.4",0.000120223,0.999879777,1,0,1,"Trainee 3","Trainee"
"732","P5Test2_02212019","slide2.5",0.995893843,0.004106157,0,0,0,"Trainee 3","Trainee"
"733","P5Test2_02212019","slide2.6",0.991333643,0.008666357,0,0,0,"Trainee 3","Trainee"
"734","P5Test2_02212019","slide2.7",0.442163087,0.557836913,1,0,1,"Trainee 3","Trainee"
"735","P5Test2_02212019","slide2.8",0.003775597,0.996224403,1,1,1,"Trainee 3","Trainee"
"736","P5Test2_02212019","slide2.9",0.068071753,0.931928247,1,1,1,"Trainee 3","Trainee"
"737","P5Test2_02212019","slide4.1",4.77e-07,0.999999523,1,1,1,"Trainee 3","Trainee"
"738","P5Test2_02212019","slide4.10",0.544256806,0.455743194,0,0,0,"Trainee 3","Trainee"
"739","P5Test2_02212019","slide4.2",3.34e-06,0.999996662,1,1,1,"Trainee 3","Trainee"
"740","P5Test2_02212019","slide4.3",0.876686086,0.123313914,1,0,1,"Trainee 3","Trainee"
