participant,slide,order,grade,probCC,probHCC,diag,gt,name,type,mode,accuracy,errortype,errormodel
P6Test1_02012019,slide1.9,1,2,0.0002611679956,0.9997388124,1,1,None-GI Specialist 4,2,1,1,0,0
P6Test1_02012019,slide1.9,1,2,0.0002611679956,0.9997388124,1,1,None-GI Specialist 4,2,0,1,0,0
P1Test1_11302019,slide7.2,1,1,0.0002894999925,0.9997105002,1,1,None-GI Specialist 2,2,1,1,0,0
P1Test1_11302019,slide7.2,1,1,0.0002894999925,0.9997105002,1,1,None-GI Specialist 2,2,0,1,0,0
P4Test1_02242019,slide3.1,1,3,0.0003211500007,0.9996788502,1,0,GI Specialist 3,1,1,0,2,1
P4Test1_02242019,slide3.1,1,3,0.0003211500007,0.9996788502,1,0,GI Specialist 3,1,0,0,2,1
P6Test2_02262019,slide2.4,0,2,0.0003516669967,0.9996483326,1,1,None-GI Specialist 4,2,1,1,0,0
P6Test2_02262019,slide2.4,0,2,0.0003516669967,0.9996483326,1,1,None-GI Specialist 4,2,0,1,0,0
P6Test2_02262019,slide6.1,0,2,0.0004058479972,0.999594152,1,1,None-GI Specialist 4,2,1,1,0,0
P6Test2_02262019,slide6.1,0,2,0.0004058479972,0.999594152,0,1,None-GI Specialist 4,2,0,0,1,0
P5Test2_02212019,slide2.1,0,3,0.0004126130079,0.9995874166,1,1,Trainee 1,3,1,1,0,0
P5Test2_02212019,slide2.1,0,3,0.0004126130079,0.9995874166,1,1,Trainee 1,3,0,1,0,0
P1Test2_03082019,slide2.7,0,2,0.0004255179956,0.9995744824,1,1,None-GI Specialist 2,2,1,1,0,0
P1Test2_03082019,slide2.7,0,2,0.0004255179956,0.9995744824,1,1,None-GI Specialist 2,2,0,1,0,0
P4Test2_11312019,slide8.10,0,2,0.000510931015,0.999489069,1,1,GI Specialist 3,1,1,1,0,0
P4Test2_11312019,slide8.10,0,2,0.000510931015,0.999489069,1,1,GI Specialist 3,1,0,1,0,0
P10Test2_02032019,slide4.7,0,1,0.0005498530227,0.9994501472,1,1,None-GI Specialist 1,2,1,1,0,0
P10Test2_02032019,slide4.7,0,1,0.0005498530227,0.9994501472,1,1,None-GI Specialist 1,2,0,1,0,0
P4Test1_02242019,slide1.8,1,2,0.0005504490109,0.9994495511,1,1,GI Specialist 3,1,1,1,0,0
P4Test1_02242019,slide1.8,1,2,0.0005504490109,0.9994495511,1,1,GI Specialist 3,1,0,1,0,0
P2Test1_11302019,slide7.2,1,1,0.0005627269857,0.9994372725,1,1,Trainee 3,3,1,1,0,0
P2Test1_11302019,slide7.2,1,1,0.0005627269857,0.9994372725,1,1,Trainee 3,3,0,1,0,0
P2Test1_11302019,slide5.3,1,2,0.000569760974,0.9994302392,1,1,Trainee 3,3,1,1,0,0
P2Test1_11302019,slide5.3,1,2,0.000569760974,0.9994302392,1,1,Trainee 3,3,0,1,0,0
P5Test2_02212019,slide6.6,0,2,0.0005948540056,0.9994051456,1,1,Trainee 1,3,1,1,0,0
P5Test2_02212019,slide6.6,0,2,0.0005948540056,0.9994051456,1,1,Trainee 1,3,0,1,0,0
P5Test1_02012019,slide5.4,1,2,0.0006055830163,0.9993944168,1,1,Trainee 1,3,1,1,0,0
P5Test1_02012019,slide5.4,1,2,0.0006055830163,0.9993944168,1,1,Trainee 1,3,0,1,0,0
P11Test2_02202019,slide4.7,0,1,0.0006116629811,0.9993883371,1,1,None-GI Specialist 5,4,1,1,0,0
P11Test2_02202019,slide4.7,0,1,0.0006116629811,0.9993883371,1,1,None-GI Specialist 5,4,0,1,0,0
P6Test2_02262019,slide6.6,0,2,0.0006242590025,0.9993757606,1,1,None-GI Specialist 4,2,1,1,0,0
P6Test2_02262019,slide6.6,0,2,0.0006242590025,0.9993757606,1,1,None-GI Specialist 4,2,0,1,0,0
P4Test2_11312019,slide4.7,0,1,0.0006454589893,0.9993545413,1,1,GI Specialist 3,1,1,1,0,0
P4Test2_11312019,slide4.7,0,1,0.0006454589893,0.9993545413,1,1,GI Specialist 3,1,0,1,0,0
P4Test1_02242019,slide7.4,1,2,0.0006638169871,0.9993361831,1,1,GI Specialist 3,1,1,1,0,0
P4Test1_02242019,slide7.4,1,2,0.0006638169871,0.9993361831,1,1,GI Specialist 3,1,0,1,0,0
P1Test1_11302019,slide5.4,1,2,0.0007526869886,0.9992473125,1,1,None-GI Specialist 2,2,1,1,0,0
P1Test1_11302019,slide5.4,1,2,0.0007526869886,0.9992473125,1,1,None-GI Specialist 2,2,0,1,0,0
P6Test2_02262019,slide4.2,0,2,0.0008951430209,0.9991048574,1,1,None-GI Specialist 4,2,1,1,0,0
P6Test2_02262019,slide4.2,0,2,0.0008951430209,0.9991048574,0,1,None-GI Specialist 4,2,0,0,1,0
P1Test2_03082019,slide6.1,0,2,0.0009127859958,0.9990872145,1,1,None-GI Specialist 2,2,1,1,0,0
P1Test2_03082019,slide6.1,0,2,0.0009127859958,0.9990872145,1,1,None-GI Specialist 2,2,0,1,0,0
P3Test2_11312019,slide2.9,0,1,0.0009686949779,0.9990313053,1,1,None-GI Specialist 3,4,1,1,0,0
P3Test2_11312019,slide2.9,0,1,0.0009686949779,0.9990313053,1,1,None-GI Specialist 3,4,0,1,0,0
P1Test2_03082019,slide8.10,0,2,0.0009738209774,0.9990261793,1,1,None-GI Specialist 2,2,1,1,0,0
P1Test2_03082019,slide8.10,0,2,0.0009738209774,0.9990261793,1,1,None-GI Specialist 2,2,0,1,0,0
P3Test2_11312019,slide4.7,0,1,0.001072227955,0.998927772,1,1,None-GI Specialist 3,4,1,1,0,0
P3Test2_11312019,slide4.7,0,1,0.001072227955,0.998927772,1,1,None-GI Specialist 3,4,0,1,0,0
P5Test1_02012019,slide5.3,1,2,0.001107514021,0.9988924861,1,1,Trainee 1,3,1,1,0,0
P5Test1_02012019,slide5.3,1,2,0.001107514021,0.9988924861,1,1,Trainee 1,3,0,1,0,0
P9Test2_02032019,slide6.1,0,2,0.001411497942,0.9985885024,1,1,Trainee 2,3,1,1,0,0
P9Test2_02032019,slide6.1,0,2,0.001411497942,0.9985885024,1,1,Trainee 2,3,0,1,0,0
P4Test2_11312019,slide4.5,0,2,0.001468420029,0.99853158,1,1,GI Specialist 3,1,1,1,0,0
P4Test2_11312019,slide4.5,0,2,0.001468420029,0.99853158,1,1,GI Specialist 3,1,0,1,0,0
P4Test2_11312019,slide8.9,0,2,0.001469015959,0.9985309839,1,1,GI Specialist 3,1,1,1,0,0
P4Test2_11312019,slide8.9,0,2,0.001469015959,0.9985309839,1,1,GI Specialist 3,1,0,1,0,0
P10Test2_02032019,slide4.5,0,2,0.00154375995,0.9984562397,1,1,None-GI Specialist 1,2,1,1,0,0
P10Test2_02032019,slide4.5,0,2,0.00154375995,0.9984562397,1,1,None-GI Specialist 1,2,0,1,0,0
P10Test1_02152019,slide3.6,1,2,0.001599490992,0.9984005094,1,1,None-GI Specialist 1,2,1,1,0,0
P10Test1_02152019,slide3.6,1,2,0.001599490992,0.9984005094,1,1,None-GI Specialist 1,2,0,1,0,0
P9Test2_02032019,slide8.9,0,2,0.001628577942,0.9983714223,1,1,Trainee 2,3,1,1,0,0
P9Test2_02032019,slide8.9,0,2,0.001628577942,0.9983714223,1,1,Trainee 2,3,0,1,0,0
P11Test2_02202019,slide6.6,0,2,0.001643239986,0.9983567595,1,1,None-GI Specialist 5,4,1,1,0,0
P11Test2_02202019,slide6.6,0,2,0.001643239986,0.9983567595,1,1,None-GI Specialist 5,4,0,1,0,0
P3Test1_02212019,slide5.8,1,2,0.001723170048,0.9982768297,1,1,None-GI Specialist 3,4,1,1,0,0
P3Test1_02212019,slide5.8,1,2,0.001723170048,0.9982768297,1,1,None-GI Specialist 3,4,0,1,0,0
P7Test1_02022019,slide1.5,1,2,0.001790523995,0.9982094765,1,1,GI Specialist 2,1,1,1,0,0
P7Test1_02022019,slide1.5,1,2,0.001790523995,0.9982094765,1,1,GI Specialist 2,1,0,1,0,0
P3Test1_02212019,slide7.2,1,1,0.001803099993,0.9981968999,1,1,None-GI Specialist 3,4,1,1,0,0
P3Test1_02212019,slide7.2,1,1,0.001803099993,0.9981968999,1,1,None-GI Specialist 3,4,0,1,0,0
P7Test1_02022019,slide7.2,1,1,0.001865684986,0.998134315,1,1,GI Specialist 2,1,1,1,0,0
P7Test1_02022019,slide7.2,1,1,0.001865684986,0.998134315,1,1,GI Specialist 2,1,0,1,0,0
P3Test2_11312019,slide2.8,0,2,0.001883030054,0.9981169701,1,1,None-GI Specialist 3,4,1,1,0,0
P3Test2_11312019,slide2.8,0,2,0.001883030054,0.9981169701,1,1,None-GI Specialist 3,4,0,1,0,0
P8Test1_02282019,slide5.6,1,2,0.001901805052,0.9980981946,1,1,GI Specialist 1,1,1,1,0,0
P8Test1_02282019,slide5.6,1,2,0.001901805052,0.9980981946,1,1,GI Specialist 1,1,0,1,0,0
P9Test2_02032019,slide4.7,0,1,0.001913666958,0.9980863333,1,1,Trainee 2,3,1,1,0,0
P9Test2_02032019,slide4.7,0,1,0.001913666958,0.9980863333,1,1,Trainee 2,3,0,1,0,0
P2Test2_02182019,slide2.8,0,2,0.001928866026,0.9980711341,1,1,Trainee 3,3,1,1,0,0
P2Test2_02182019,slide2.8,0,2,0.001928866026,0.9980711341,0,1,Trainee 3,3,0,0,1,0
P11Test1_02072019,slide7.2,1,1,0.002757549053,0.9972424507,1,1,None-GI Specialist 5,4,1,1,0,0
P11Test1_02072019,slide7.2,1,1,0.002757549053,0.9972424507,1,1,None-GI Specialist 5,4,0,1,0,0
P9Test1_02242019,slide5.5,1,2,0.002905129921,0.9970948696,1,1,Trainee 2,3,1,1,0,0
P9Test1_02242019,slide5.5,1,2,0.002905129921,0.9970948696,1,1,Trainee 2,3,0,1,0,0
P9Test1_02242019,slide5.6,1,2,0.00300085498,0.9969991446,1,1,Trainee 2,3,1,1,0,0
P9Test1_02242019,slide5.6,1,2,0.00300085498,0.9969991446,1,1,Trainee 2,3,0,1,0,0
P2Test2_02182019,slide6.2,0,2,0.003040551906,0.9969594479,1,1,Trainee 3,3,1,1,0,0
P2Test2_02182019,slide6.2,0,2,0.003040551906,0.9969594479,1,1,Trainee 3,3,0,1,0,0
P1Test2_03082019,slide6.2,0,2,0.003093660111,0.9969063401,1,1,None-GI Specialist 2,2,1,1,0,0
P1Test2_03082019,slide6.2,0,2,0.003093660111,0.9969063401,1,1,None-GI Specialist 2,2,0,1,0,0
P4Test1_02242019,slide3.6,1,2,0.003100513946,0.9968994856,1,1,GI Specialist 3,1,1,1,0,0
P4Test1_02242019,slide3.6,1,2,0.003100513946,0.9968994856,1,1,GI Specialist 3,1,0,1,0,0
P9Test2_02032019,slide2.1,0,3,0.003138660919,0.9968613386,1,1,Trainee 2,3,1,1,0,0
P9Test2_02032019,slide2.1,0,3,0.003138660919,0.9968613386,1,1,Trainee 2,3,0,1,0,0
P3Test2_11312019,slide4.5,0,2,0.003191649914,0.9968083501,1,1,None-GI Specialist 3,4,1,1,0,0
P3Test2_11312019,slide4.5,0,2,0.003191649914,0.9968083501,1,1,None-GI Specialist 3,4,0,1,0,0
P4Test2_11312019,slide2.8,0,2,0.003660917049,0.9963390827,1,1,GI Specialist 3,1,1,1,0,0
P4Test2_11312019,slide2.8,0,2,0.003660917049,0.9963390827,1,1,GI Specialist 3,1,0,1,0,0
P5Test2_02212019,slide2.8,0,2,0.003775597084,0.9962244034,1,1,Trainee 1,3,1,1,0,0
P5Test2_02212019,slide2.8,0,2,0.003775597084,0.9962244034,1,1,Trainee 1,3,0,1,0,0
P5Test1_02012019,slide1.9,1,2,0.004184246063,0.9958157539,1,1,Trainee 1,3,1,1,0,0
P5Test1_02012019,slide1.9,1,2,0.004184246063,0.9958157539,1,1,Trainee 1,3,0,1,0,0
P2Test1_11302019,slide7.8,1,2,0.004856110085,0.9951438904,1,0,Trainee 3,3,1,0,2,1
P2Test1_11302019,slide7.8,1,2,0.004856110085,0.9951438904,1,0,Trainee 3,3,0,0,2,1
P4Test1_02242019,slide7.10,1,3,0.004868150223,0.9951318502,1,0,GI Specialist 3,1,1,0,2,1
P4Test1_02242019,slide7.10,1,3,0.004868150223,0.9951318502,1,0,GI Specialist 3,1,0,0,2,1
P3Test1_02212019,slide7.10,1,3,0.004933505785,0.9950665236,0,0,None-GI Specialist 3,4,0,1,0,1
P3Test1_02212019,slide7.10,1,3,0.004933505785,0.9950665236,1,0,None-GI Specialist 3,4,1,0,2,1
P10Test2_02032019,slide8.5,0,2,0.005056083202,0.9949439168,1,1,None-GI Specialist 1,2,1,1,0,0
P10Test2_02032019,slide8.5,0,2,0.005056083202,0.9949439168,1,1,None-GI Specialist 1,2,0,1,0,0
P6Test2_02262019,slide2.9,0,1,0.005188545212,0.9948114753,1,1,None-GI Specialist 4,2,1,1,0,0
P6Test2_02262019,slide2.9,0,1,0.005188545212,0.9948114753,1,1,None-GI Specialist 4,2,0,1,0,0
P4Test1_02242019,slide1.4,1,1,0.005287646782,0.9947123528,1,1,GI Specialist 3,1,1,1,0,0
P4Test1_02242019,slide1.4,1,1,0.005287646782,0.9947123528,1,1,GI Specialist 3,1,0,1,0,0
P5Test1_02012019,slide1.4,1,1,0.005385100842,0.9946148992,1,1,Trainee 1,3,1,1,0,0
P5Test1_02012019,slide1.4,1,1,0.005385100842,0.9946148992,1,1,Trainee 1,3,0,1,0,0
P10Test2_02032019,slide6.2,0,2,0.005668520927,0.9943314791,1,1,None-GI Specialist 1,2,1,1,0,0
P10Test2_02032019,slide6.2,0,2,0.005668520927,0.9943314791,1,1,None-GI Specialist 1,2,0,1,0,0
P3Test1_02212019,slide3.6,1,2,0.005874990951,0.9941250086,1,1,None-GI Specialist 3,4,1,1,0,0
P3Test1_02212019,slide3.6,1,2,0.005874990951,0.9941250086,1,1,None-GI Specialist 3,4,0,1,0,0
P4Test1_02242019,slide5.6,1,2,0.006005824078,0.9939941764,1,1,GI Specialist 3,1,1,1,0,0
P4Test1_02242019,slide5.6,1,2,0.006005824078,0.9939941764,1,1,GI Specialist 3,1,0,1,0,0
P6Test1_02012019,slide5.3,1,2,0.006061912049,0.9939380884,1,1,None-GI Specialist 4,2,1,1,0,0
P6Test1_02012019,slide5.3,1,2,0.006061912049,0.9939380884,1,1,None-GI Specialist 4,2,0,1,0,0
P9Test2_02032019,slide6.2,0,2,0.006110907067,0.9938890934,1,1,Trainee 2,3,1,1,0,0
P9Test2_02032019,slide6.2,0,2,0.006110907067,0.9938890934,1,1,Trainee 2,3,0,1,0,0
P1Test1_11302019,slide5.6,1,2,0.0062015648,0.9937984347,1,1,None-GI Specialist 2,2,1,1,0,0
P1Test1_11302019,slide5.6,1,2,0.0062015648,0.9937984347,1,1,None-GI Specialist 2,2,0,1,0,0
P8Test2_02022019,slide8.9,0,2,0.006206511986,0.9937934875,1,1,GI Specialist 1,1,1,1,0,0
P8Test2_02022019,slide8.9,0,2,0.006206511986,0.9937934875,1,1,GI Specialist 1,1,0,1,0,0
P10Test2_02032019,slide6.3,0,2,0.00631737709,0.9936826229,1,1,None-GI Specialist 1,2,1,1,0,0
P10Test2_02032019,slide6.3,0,2,0.00631737709,0.9936826229,1,1,None-GI Specialist 1,2,0,1,0,0
P7Test1_02022019,slide5.9,1,2,0.006524980068,0.9934750199,1,1,GI Specialist 2,1,1,1,0,0
P7Test1_02022019,slide5.9,1,2,0.006524980068,0.9934750199,1,1,GI Specialist 2,1,0,1,0,0
P10Test1_02152019,slide5.5,1,2,0.007042766083,0.9929572344,1,1,None-GI Specialist 1,2,1,1,0,0
P10Test1_02152019,slide5.5,1,2,0.007042766083,0.9929572344,1,1,None-GI Specialist 1,2,0,1,0,0
P9Test1_02242019,slide3.6,1,2,0.007157921791,0.9928420782,1,1,Trainee 2,3,1,1,0,0
P9Test1_02242019,slide3.6,1,2,0.007157921791,0.9928420782,1,1,Trainee 2,3,0,1,0,0
P6Test2_02262019,slide8.5,0,2,0.007487257011,0.9925127625,1,1,None-GI Specialist 4,2,1,1,0,0
P6Test2_02262019,slide8.5,0,2,0.007487257011,0.9925127625,1,1,None-GI Specialist 4,2,0,1,0,0
P3Test2_11312019,slide8.10,0,2,0.007898359559,0.9921016693,1,1,None-GI Specialist 3,4,1,1,0,0
P3Test2_11312019,slide8.10,0,2,0.007898359559,0.9921016693,1,1,None-GI Specialist 3,4,0,1,0,0
P10Test2_02032019,slide8.10,0,2,0.008207380772,0.9917926192,1,1,None-GI Specialist 1,2,1,1,0,0
P10Test2_02032019,slide8.10,0,2,0.008207380772,0.9917926192,1,1,None-GI Specialist 1,2,0,1,0,0
P9Test1_02242019,slide1.7,1,2,0.008437812328,0.9915621877,1,1,Trainee 2,3,1,1,0,0
P9Test1_02242019,slide1.7,1,2,0.008437812328,0.9915621877,1,1,Trainee 2,3,0,1,0,0
P3Test1_02212019,slide1.8,1,2,0.009101271629,0.9908987284,1,1,None-GI Specialist 3,4,1,1,0,0
P3Test1_02212019,slide1.8,1,2,0.009101271629,0.9908987284,1,1,None-GI Specialist 3,4,0,1,0,0
P5Test1_02012019,slide7.5,1,2,0.009414613247,0.9905853868,1,1,Trainee 1,3,1,1,0,0
P5Test1_02012019,slide7.5,1,2,0.009414613247,0.9905853868,1,1,Trainee 1,3,0,1,0,0
P8Test2_02022019,slide4.1,0,2,0.01122194529,0.9887780547,1,1,GI Specialist 1,1,1,1,0,0
P8Test2_02022019,slide4.1,0,2,0.01122194529,0.9887780547,1,1,GI Specialist 1,1,0,1,0,0
P3Test1_02212019,slide5.5,1,2,0.01159769297,0.988402307,1,1,None-GI Specialist 3,4,1,1,0,0
P3Test1_02212019,slide5.5,1,2,0.01159769297,0.988402307,1,1,None-GI Specialist 3,4,0,1,0,0
P6Test2_02262019,slide6.7,0,2,0.01188890077,0.9881110787,0,0,None-GI Specialist 4,2,0,1,0,1
P6Test2_02262019,slide6.7,0,2,0.01188890077,0.9881110787,1,0,None-GI Specialist 4,2,1,0,2,1
P11Test1_02072019,slide5.3,1,2,0.01221013069,0.9877898693,1,1,None-GI Specialist 5,4,1,1,0,0
P11Test1_02072019,slide5.3,1,2,0.01221013069,0.9877898693,1,1,None-GI Specialist 5,4,0,1,0,0
P2Test1_11302019,slide5.4,1,2,0.01253710221,0.9874628782,1,1,Trainee 3,3,1,1,0,0
P2Test1_11302019,slide5.4,1,2,0.01253710221,0.9874628782,1,1,Trainee 3,3,0,1,0,0
P8Test1_02282019,slide1.2,1,1,0.01272630692,0.9872736931,1,1,GI Specialist 1,1,1,1,0,0
P8Test1_02282019,slide1.2,1,1,0.01272630692,0.9872736931,1,1,GI Specialist 1,1,0,1,0,0
P1Test1_11302019,slide5.9,1,2,0.01342797279,0.9865720272,1,1,None-GI Specialist 2,2,1,1,0,0
P1Test1_11302019,slide5.9,1,2,0.01342797279,0.9865720272,1,1,None-GI Specialist 2,2,0,1,0,0
P8Test2_02022019,slide6.2,0,2,0.01378065255,0.9862193465,1,1,GI Specialist 1,1,1,1,0,0
P8Test2_02022019,slide6.2,0,2,0.01378065255,0.9862193465,1,1,GI Specialist 1,1,0,1,0,0
P1Test2_03082019,slide2.8,0,2,0.01412898302,0.985871017,1,1,None-GI Specialist 2,2,1,1,0,0
P1Test2_03082019,slide2.8,0,2,0.01412898302,0.985871017,1,1,None-GI Specialist 2,2,0,1,0,0
P7Test1_02022019,slide1.8,1,2,0.01416766644,0.9858323336,1,1,GI Specialist 2,1,1,1,0,0
P7Test1_02022019,slide1.8,1,2,0.01416766644,0.9858323336,1,1,GI Specialist 2,1,0,1,0,0
P3Test1_02212019,slide3.4,1,2,0.0159303546,0.9840696454,1,1,None-GI Specialist 3,4,1,1,0,0
P3Test1_02212019,slide3.4,1,2,0.0159303546,0.9840696454,1,1,None-GI Specialist 3,4,0,1,0,0
P3Test2_11312019,slide8.5,0,2,0.01634138823,0.9836586118,1,1,None-GI Specialist 3,4,1,1,0,0
P3Test2_11312019,slide8.5,0,2,0.01634138823,0.9836586118,1,1,None-GI Specialist 3,4,0,1,0,0
P4Test1_02242019,slide5.5,1,2,0.01747357845,0.9825264215,1,1,GI Specialist 3,1,1,1,0,0
P4Test1_02242019,slide5.5,1,2,0.01747357845,0.9825264215,1,1,GI Specialist 3,1,0,1,0,0
P11Test2_02202019,slide6.10,0,1,0.01833051443,0.9816694856,1,1,None-GI Specialist 5,4,1,1,0,0
P11Test2_02202019,slide6.10,0,1,0.01833051443,0.9816694856,1,1,None-GI Specialist 5,4,0,1,0,0
P2Test2_02182019,slide8.10,0,2,0.01895961165,0.9810403585,1,1,Trainee 3,3,1,1,0,0
P2Test2_02182019,slide8.10,0,2,0.01895961165,0.9810403585,1,1,Trainee 3,3,0,1,0,0
P11Test1_02072019,slide7.4,1,2,0.01994079351,0.9800592065,1,1,None-GI Specialist 5,4,1,1,0,0
P11Test1_02072019,slide7.4,1,2,0.01994079351,0.9800592065,1,1,None-GI Specialist 5,4,0,1,0,0
P3Test2_11312019,slide6.2,0,2,0.02046906948,0.9795309305,1,1,None-GI Specialist 3,4,1,1,0,0
P3Test2_11312019,slide6.2,0,2,0.02046906948,0.9795309305,1,1,None-GI Specialist 3,4,0,1,0,0
P9Test1_02242019,slide1.2,1,1,0.02089834213,0.9791016579,1,1,Trainee 2,3,1,1,0,0
P9Test1_02242019,slide1.2,1,1,0.02089834213,0.9791016579,1,1,Trainee 2,3,0,1,0,0
P3Test1_02212019,slide5.6,1,2,0.0212059021,0.9787940979,1,1,None-GI Specialist 3,4,1,1,0,0
P3Test1_02212019,slide5.6,1,2,0.0212059021,0.9787940979,1,1,None-GI Specialist 3,4,0,1,0,0
P3Test2_11312019,slide8.6,0,2,0.02122497559,0.9787750244,1,1,None-GI Specialist 3,4,1,1,0,0
P3Test2_11312019,slide8.6,0,2,0.02122497559,0.9787750244,1,1,None-GI Specialist 3,4,0,1,0,0
P10Test1_02152019,slide5.6,1,2,0.0213534236,0.9786465764,1,1,None-GI Specialist 1,2,1,1,0,0
P10Test1_02152019,slide5.6,1,2,0.0213534236,0.9786465764,1,1,None-GI Specialist 1,2,0,1,0,0
P11Test1_02072019,slide5.9,1,2,0.02139729261,0.9786027074,1,1,None-GI Specialist 5,4,1,1,0,0
P11Test1_02072019,slide5.9,1,2,0.02139729261,0.9786027074,1,1,None-GI Specialist 5,4,0,1,0,0
P7Test1_02022019,slide3.5,1,3,0.02252537012,0.9774746299,1,1,GI Specialist 2,1,1,1,0,0
P7Test1_02022019,slide3.5,1,3,0.02252537012,0.9774746299,1,1,GI Specialist 2,1,0,1,0,0
P3Test1_02212019,slide7.9,1,2,0.02263653278,0.9773634672,0,0,None-GI Specialist 3,4,0,1,0,1
P3Test1_02212019,slide7.9,1,2,0.02263653278,0.9773634672,1,0,None-GI Specialist 3,4,1,0,2,1
P5Test1_02012019,slide5.8,1,2,0.02266681194,0.9773331881,1,1,Trainee 1,3,1,1,0,0
P5Test1_02012019,slide5.8,1,2,0.02266681194,0.9773331881,1,1,Trainee 1,3,0,1,0,0
P3Test2_11312019,slide6.1,0,2,0.02639958262,0.9736003876,1,1,None-GI Specialist 3,4,1,1,0,0
P3Test2_11312019,slide6.1,0,2,0.02639958262,0.9736003876,1,1,None-GI Specialist 3,4,0,1,0,0
P5Test2_02212019,slide8.4,0,2,0.02674597502,0.973254025,1,1,Trainee 1,3,1,1,0,0
P5Test2_02212019,slide8.4,0,2,0.02674597502,0.973254025,1,1,Trainee 1,3,0,1,0,0
P4Test2_11312019,slide2.4,0,2,0.0269369483,0.9730630517,1,1,GI Specialist 3,1,1,1,0,0
P4Test2_11312019,slide2.4,0,2,0.0269369483,0.9730630517,1,1,GI Specialist 3,1,0,1,0,0
P11Test2_02202019,slide8.4,0,2,0.02747994661,0.9725200534,1,1,None-GI Specialist 5,4,1,1,0,0
P11Test2_02202019,slide8.4,0,2,0.02747994661,0.9725200534,1,1,None-GI Specialist 5,4,0,1,0,0
P9Test2_02032019,slide4.5,0,2,0.02762126923,0.9723787308,1,1,Trainee 2,3,1,1,0,0
P9Test2_02032019,slide4.5,0,2,0.02762126923,0.9723787308,1,1,Trainee 2,3,0,1,0,0
P5Test1_02012019,slide7.4,1,2,0.02779382467,0.9722061753,1,1,Trainee 1,3,1,1,0,0
P5Test1_02012019,slide7.4,1,2,0.02779382467,0.9722061753,1,1,Trainee 1,3,0,1,0,0
P4Test2_11312019,slide4.2,0,2,0.02782255411,0.9721774459,1,1,GI Specialist 3,1,1,1,0,0
P4Test2_11312019,slide4.2,0,2,0.02782255411,0.9721774459,1,1,GI Specialist 3,1,0,1,0,0
P6Test2_02262019,slide4.1,0,2,0.03023431636,0.9697656631,1,1,None-GI Specialist 4,2,1,1,0,0
P6Test2_02262019,slide4.1,0,2,0.03023431636,0.9697656631,1,1,None-GI Specialist 4,2,0,1,0,0
P10Test2_02032019,slide6.5,0,2,0.03059160709,0.9694083929,1,0,None-GI Specialist 1,2,1,0,2,1
P10Test2_02032019,slide6.5,0,2,0.03059160709,0.9694083929,1,0,None-GI Specialist 1,2,0,0,2,1
P6Test1_02012019,slide5.4,1,2,0.03195869923,0.9680413008,1,1,None-GI Specialist 4,2,1,1,0,0
P6Test1_02012019,slide5.4,1,2,0.03195869923,0.9680413008,1,1,None-GI Specialist 4,2,0,1,0,0
P7Test1_02022019,slide1.4,1,1,0.03204327822,0.9679567218,1,1,GI Specialist 2,1,1,1,0,0
P7Test1_02022019,slide1.4,1,1,0.03204327822,0.9679567218,1,1,GI Specialist 2,1,0,1,0,0
P3Test2_11312019,slide2.1,0,3,0.03320741653,0.9667925835,1,1,None-GI Specialist 3,4,1,1,0,0
P3Test2_11312019,slide2.1,0,3,0.03320741653,0.9667925835,1,1,None-GI Specialist 3,4,0,1,0,0
P7Test1_02022019,slide1.2,1,1,0.03397995234,0.9660200477,1,1,GI Specialist 2,1,1,1,0,0
P7Test1_02022019,slide1.2,1,1,0.03397995234,0.9660200477,1,1,GI Specialist 2,1,0,1,0,0
P1Test2_03082019,slide6.6,0,2,0.0353500247,0.9646499753,1,1,None-GI Specialist 2,2,1,1,0,0
P1Test2_03082019,slide6.6,0,2,0.0353500247,0.9646499753,1,1,None-GI Specialist 2,2,0,1,0,0
P10Test1_02152019,slide1.7,1,2,0.03637379408,0.9636262059,1,1,None-GI Specialist 1,2,1,1,0,0
P10Test1_02152019,slide1.7,1,2,0.03637379408,0.9636262059,1,1,None-GI Specialist 1,2,0,1,0,0
P3Test2_11312019,slide4.2,0,2,0.03685343266,0.9631465673,1,1,None-GI Specialist 3,4,1,1,0,0
P3Test2_11312019,slide4.2,0,2,0.03685343266,0.9631465673,1,1,None-GI Specialist 3,4,0,1,0,0
P11Test2_02202019,slide8.5,0,2,0.03850901127,0.9614909887,1,1,None-GI Specialist 5,4,1,1,0,0
P11Test2_02202019,slide8.5,0,2,0.03850901127,0.9614909887,1,1,None-GI Specialist 5,4,0,1,0,0
P9Test2_02032019,slide6.3,0,2,0.03957206011,0.9604279399,1,1,Trainee 2,3,1,1,0,0
P9Test2_02032019,slide6.3,0,2,0.03957206011,0.9604279399,1,1,Trainee 2,3,0,1,0,0
P10Test1_02152019,slide1.4,1,1,0.03970420361,0.9602957964,1,1,None-GI Specialist 1,2,1,1,0,0
P10Test1_02152019,slide1.4,1,1,0.03970420361,0.9602957964,1,1,None-GI Specialist 1,2,0,1,0,0
P10Test2_02032019,slide6.1,0,2,0.03984457254,0.9601554275,1,1,None-GI Specialist 1,2,1,1,0,0
P10Test2_02032019,slide6.1,0,2,0.03984457254,0.9601554275,1,1,None-GI Specialist 1,2,0,1,0,0
P4Test2_11312019,slide6.6,0,2,0.04085624218,0.9591437578,1,1,GI Specialist 3,1,1,1,0,0
P4Test2_11312019,slide6.6,0,2,0.04085624218,0.9591437578,1,1,GI Specialist 3,1,0,1,0,0
