participant,slide,order,grade,probCC,probHCC,diag,gt,name,type,mode,accuracy,errortype,errormodel
P1Test2_03082019,slide4.1,0,2,0.04186654091,0.9581334591,1,1,None-GI Specialist 2,2,1,1,0,0
P1Test2_03082019,slide4.1,0,2,0.04186654091,0.9581334591,1,1,None-GI Specialist 2,2,0,1,0,0
P8Test1_02282019,slide7.9,1,2,0.04210430384,0.9578956962,0,0,GI Specialist 1,1,1,1,0,1
P8Test1_02282019,slide7.9,1,2,0.04210430384,0.9578956962,0,0,GI Specialist 1,1,0,1,0,1
P1Test1_11302019,slide1.3,1,2,0.0432317853,0.9567682147,1,0,None-GI Specialist 2,2,1,0,2,1
P1Test1_11302019,slide1.3,1,2,0.0432317853,0.9567682147,1,0,None-GI Specialist 2,2,0,0,2,1
P9Test1_02242019,slide5.8,1,2,0.04386636615,0.9561336637,1,1,Trainee 2,3,1,1,0,0
P9Test1_02242019,slide5.8,1,2,0.04386636615,0.9561336637,1,1,Trainee 2,3,0,1,0,0
P10Test1_02152019,slide7.9,1,2,0.04417294264,0.9558270574,1,0,None-GI Specialist 1,2,1,0,2,1
P10Test1_02152019,slide7.9,1,2,0.04417294264,0.9558270574,1,0,None-GI Specialist 1,2,0,0,2,1
P7Test1_02022019,slide5.6,1,2,0.04455709457,0.9554429054,1,1,GI Specialist 2,1,1,1,0,0
P7Test1_02022019,slide5.6,1,2,0.04455709457,0.9554429054,1,1,GI Specialist 2,1,0,1,0,0
P6Test1_02012019,slide1.4,1,1,0.04456124827,0.9554387331,1,1,None-GI Specialist 4,2,1,1,0,0
P6Test1_02012019,slide1.4,1,1,0.04456124827,0.9554387331,1,1,None-GI Specialist 4,2,0,1,0,0
P1Test1_11302019,slide7.5,1,2,0.04457628727,0.9554237127,1,1,None-GI Specialist 2,2,1,1,0,0
P1Test1_11302019,slide7.5,1,2,0.04457628727,0.9554237127,1,1,None-GI Specialist 2,2,0,1,0,0
P7Test2_02252019,slide6.10,0,1,0.04492610693,0.9550738931,1,1,GI Specialist 2,1,1,1,0,0
P7Test2_02252019,slide6.10,0,1,0.04492610693,0.9550738931,1,1,GI Specialist 2,1,0,1,0,0
P8Test2_02022019,slide2.9,0,1,0.04578250647,0.9542174935,1,1,GI Specialist 1,1,1,1,0,0
P8Test2_02022019,slide2.9,0,1,0.04578250647,0.9542174935,1,1,GI Specialist 1,1,0,1,0,0
P3Test2_11312019,slide6.3,0,2,0.04673492908,0.9532650709,1,1,None-GI Specialist 3,4,1,1,0,0
P3Test2_11312019,slide6.3,0,2,0.04673492908,0.9532650709,1,1,None-GI Specialist 3,4,0,1,0,0
P2Test2_02182019,slide8.4,0,2,0.04749506712,0.9525049329,1,1,Trainee 3,3,1,1,0,0
P2Test2_02182019,slide8.4,0,2,0.04749506712,0.9525049329,1,1,Trainee 3,3,0,1,0,0
P7Test1_02022019,slide7.10,1,3,0.04789686203,0.952103138,1,0,GI Specialist 2,1,1,0,2,1
P7Test1_02022019,slide7.10,1,3,0.04789686203,0.952103138,1,0,GI Specialist 2,1,0,0,2,1
P2Test1_11302019,slide5.8,1,2,0.04854544997,0.9514545202,1,1,Trainee 3,3,1,1,0,0
P2Test1_11302019,slide5.8,1,2,0.04854544997,0.9514545202,1,1,Trainee 3,3,0,1,0,0
P6Test1_02012019,slide5.9,1,2,0.05196825787,0.9480317235,1,1,None-GI Specialist 4,2,1,1,0,0
P6Test1_02012019,slide5.9,1,2,0.05196825787,0.9480317235,1,1,None-GI Specialist 4,2,0,1,0,0
P2Test1_11302019,slide7.4,1,2,0.05355882645,0.9464411736,1,1,Trainee 3,3,1,1,0,0
P2Test1_11302019,slide7.4,1,2,0.05355882645,0.9464411736,1,1,Trainee 3,3,0,1,0,0
P2Test2_02182019,slide2.9,0,1,0.05390191078,0.9460980892,1,1,Trainee 3,3,1,1,0,0
P2Test2_02182019,slide2.9,0,1,0.05390191078,0.9460980892,1,1,Trainee 3,3,0,1,0,0
P2Test1_11302019,slide5.9,1,2,0.05404061079,0.9459593892,1,1,Trainee 3,3,1,1,0,0
P2Test1_11302019,slide5.9,1,2,0.05404061079,0.9459593892,1,1,Trainee 3,3,0,1,0,0
P11Test1_02072019,slide5.1,1,1,0.05496990681,0.9450300932,0,0,None-GI Specialist 5,4,1,1,0,1
P11Test1_02072019,slide5.1,1,1,0.05496990681,0.9450300932,0,0,None-GI Specialist 5,4,0,1,0,1
P3Test2_11312019,slide2.7,0,2,0.05586218834,0.9441378117,1,1,None-GI Specialist 3,4,1,1,0,0
P3Test2_11312019,slide2.7,0,2,0.05586218834,0.9441378117,1,1,None-GI Specialist 3,4,0,1,0,0
P8Test1_02282019,slide7.2,1,1,0.05651259422,0.9434874058,1,1,GI Specialist 1,1,1,1,0,0
P8Test1_02282019,slide7.2,1,1,0.05651259422,0.9434874058,1,1,GI Specialist 1,1,0,1,0,0
P1Test1_11302019,slide1.4,1,1,0.05789029598,0.942109704,1,1,None-GI Specialist 2,2,1,1,0,0
P1Test1_11302019,slide1.4,1,1,0.05789029598,0.942109704,1,1,None-GI Specialist 2,2,0,1,0,0
P9Test2_02032019,slide2.9,0,1,0.05901527405,0.940984726,1,1,Trainee 2,3,1,1,0,0
P9Test2_02032019,slide2.9,0,1,0.05901527405,0.940984726,1,1,Trainee 2,3,0,1,0,0
P4Test2_11312019,slide6.5,0,2,0.06032955647,0.9396704435,1,0,GI Specialist 3,1,1,0,2,1
P4Test2_11312019,slide6.5,0,2,0.06032955647,0.9396704435,1,0,GI Specialist 3,1,0,0,2,1
P10Test2_02032019,slide2.9,0,1,0.06070506573,0.9392949343,1,1,None-GI Specialist 1,2,1,1,0,0
P10Test2_02032019,slide2.9,0,1,0.06070506573,0.9392949343,1,1,None-GI Specialist 1,2,0,1,0,0
P8Test2_02022019,slide6.3,0,2,0.06173837185,0.9382616282,1,1,GI Specialist 1,1,1,1,0,0
P8Test2_02022019,slide6.3,0,2,0.06173837185,0.9382616282,1,1,GI Specialist 1,1,0,1,0,0
P2Test1_11302019,slide5.5,1,2,0.06184357405,0.938156426,1,1,Trainee 3,3,1,1,0,0
P2Test1_11302019,slide5.5,1,2,0.06184357405,0.938156426,1,1,Trainee 3,3,0,1,0,0
P10Test2_02032019,slide4.1,0,2,0.06194376945,0.9380562305,1,1,None-GI Specialist 1,2,1,1,0,0
P10Test2_02032019,slide4.1,0,2,0.06194376945,0.9380562305,1,1,None-GI Specialist 1,2,0,1,0,0
P1Test1_11302019,slide7.10,1,3,0.06240040064,0.9375995994,1,0,None-GI Specialist 2,2,1,0,2,1
P1Test1_11302019,slide7.10,1,3,0.06240040064,0.9375995994,1,0,None-GI Specialist 2,2,0,0,2,1
P1Test1_11302019,slide1.5,1,2,0.06280910969,0.9371908903,1,1,None-GI Specialist 2,2,1,1,0,0
P1Test1_11302019,slide1.5,1,2,0.06280910969,0.9371908903,1,1,None-GI Specialist 2,2,0,1,0,0
P4Test2_11312019,slide8.4,0,2,0.0633327961,0.9366672039,1,1,GI Specialist 3,1,1,1,0,0
P4Test2_11312019,slide8.4,0,2,0.0633327961,0.9366672039,1,1,GI Specialist 3,1,0,1,0,0
P3Test2_11312019,slide4.1,0,2,0.06373524666,0.9362647533,1,1,None-GI Specialist 3,4,1,1,0,0
P3Test2_11312019,slide4.1,0,2,0.06373524666,0.9362647533,1,1,None-GI Specialist 3,4,0,1,0,0
P10Test1_02152019,slide5.2,1,2,0.06374049187,0.9362595081,0,0,None-GI Specialist 1,2,1,1,0,1
P10Test1_02152019,slide5.2,1,2,0.06374049187,0.9362595081,0,0,None-GI Specialist 1,2,0,1,0,1
P11Test1_02072019,slide1.9,1,2,0.06494903564,0.9350509644,1,1,None-GI Specialist 5,4,1,1,0,0
P11Test1_02072019,slide1.9,1,2,0.06494903564,0.9350509644,1,1,None-GI Specialist 5,4,0,1,0,0
P11Test1_02072019,slide7.10,1,3,0.06553721428,0.9344627857,0,0,None-GI Specialist 5,4,1,1,0,1
P11Test1_02072019,slide7.10,1,3,0.06553721428,0.9344627857,0,0,None-GI Specialist 5,4,0,1,0,1
P5Test2_02212019,slide2.9,0,1,0.06807175279,0.9319282174,1,1,Trainee 1,3,1,1,0,0
P5Test2_02212019,slide2.9,0,1,0.06807175279,0.9319282174,1,1,Trainee 1,3,0,1,0,0
P8Test2_02022019,slide8.10,0,2,0.06814366579,0.9318563342,1,1,GI Specialist 1,1,1,1,0,0
P8Test2_02022019,slide8.10,0,2,0.06814366579,0.9318563342,1,1,GI Specialist 1,1,0,1,0,0
P2Test1_11302019,slide5.6,1,2,0.07130417228,0.9286958575,1,1,Trainee 3,3,1,1,0,0
P2Test1_11302019,slide5.6,1,2,0.07130417228,0.9286958575,1,1,Trainee 3,3,0,1,0,0
P4Test2_11312019,slide8.6,0,2,0.07256734371,0.9274326563,1,1,GI Specialist 3,1,1,1,0,0
P4Test2_11312019,slide8.6,0,2,0.07256734371,0.9274326563,1,1,GI Specialist 3,1,0,1,0,0
P10Test1_02152019,slide5.8,1,2,0.07541143894,0.9245885611,1,1,None-GI Specialist 1,2,1,1,0,0
P10Test1_02152019,slide5.8,1,2,0.07541143894,0.9245885611,1,1,None-GI Specialist 1,2,0,1,0,0
P11Test1_02072019,slide3.4,1,2,0.07557988167,0.9244201183,1,1,None-GI Specialist 5,4,1,1,0,0
P11Test1_02072019,slide3.4,1,2,0.07557988167,0.9244201183,1,1,None-GI Specialist 5,4,0,1,0,0
P6Test1_02012019,slide7.2,1,1,0.078576684,0.921423316,1,1,None-GI Specialist 4,2,0,1,0,0
P6Test1_02012019,slide7.2,1,1,0.078576684,0.921423316,0,1,None-GI Specialist 4,2,1,0,1,0
P4Test2_11312019,slide2.9,0,1,0.07999414206,0.9200058579,1,1,GI Specialist 3,1,1,1,0,0
P4Test2_11312019,slide2.9,0,1,0.07999414206,0.9200058579,1,1,GI Specialist 3,1,0,1,0,0
P3Test2_11312019,slide8.9,0,2,0.08107250929,0.9189274907,1,1,None-GI Specialist 3,4,1,1,0,0
P3Test2_11312019,slide8.9,0,2,0.08107250929,0.9189274907,1,1,None-GI Specialist 3,4,0,1,0,0
P8Test1_02282019,slide7.7,1,3,0.08115442842,0.9188455939,1,1,GI Specialist 1,1,0,1,0,0
P8Test1_02282019,slide7.7,1,3,0.08115442842,0.9188455939,0,1,GI Specialist 1,1,1,0,1,0
P11Test1_02072019,slide7.6,1,2,0.08551245928,0.9144875407,0,0,None-GI Specialist 5,4,1,1,0,1
P11Test1_02072019,slide7.6,1,2,0.08551245928,0.9144875407,0,0,None-GI Specialist 5,4,0,1,0,1
P3Test1_02212019,slide7.1,1,3,0.0859246254,0.9140753746,1,0,None-GI Specialist 3,4,1,0,2,1
P3Test1_02212019,slide7.1,1,3,0.0859246254,0.9140753746,1,0,None-GI Specialist 3,4,0,0,2,1
P2Test1_11302019,slide1.8,1,2,0.08875858784,0.9112414122,1,1,Trainee 3,3,1,1,0,0
P2Test1_11302019,slide1.8,1,2,0.08875858784,0.9112414122,0,1,Trainee 3,3,0,0,1,0
P10Test2_02032019,slide6.4,0,2,0.08989983797,0.910100162,0,0,None-GI Specialist 1,2,1,1,0,1
P10Test2_02032019,slide6.4,0,2,0.08989983797,0.910100162,0,0,None-GI Specialist 1,2,0,1,0,1
P2Test1_11302019,slide7.5,1,2,0.09317982197,0.906820178,1,1,Trainee 3,3,1,1,0,0
P2Test1_11302019,slide7.5,1,2,0.09317982197,0.906820178,1,1,Trainee 3,3,0,1,0,0
P10Test2_02032019,slide4.10,0,2,0.09734338522,0.9026566148,0,0,None-GI Specialist 1,2,0,1,0,1
P10Test2_02032019,slide4.10,0,2,0.09734338522,0.9026566148,1,0,None-GI Specialist 1,2,1,0,2,1
P3Test2_11312019,slide4.3,0,2,0.1036365628,0.8963634372,1,1,None-GI Specialist 3,4,1,1,0,0
P3Test2_11312019,slide4.3,0,2,0.1036365628,0.8963634372,1,1,None-GI Specialist 3,4,0,1,0,0
P8Test2_02022019,slide4.5,0,2,0.1116096377,0.8883903623,1,1,GI Specialist 1,1,1,1,0,0
P8Test2_02022019,slide4.5,0,2,0.1116096377,0.8883903623,1,1,GI Specialist 1,1,0,1,0,0
P2Test1_11302019,slide1.3,1,2,0.1190843582,0.8809156418,1,0,Trainee 3,3,1,0,2,1
P2Test1_11302019,slide1.3,1,2,0.1190843582,0.8809156418,1,0,Trainee 3,3,0,0,2,1
P9Test2_02032019,slide8.5,0,2,0.1203435659,0.8796564341,1,1,Trainee 2,3,1,1,0,0
P9Test2_02032019,slide8.5,0,2,0.1203435659,0.8796564341,1,1,Trainee 2,3,0,1,0,0
P2Test2_02182019,slide8.5,0,2,0.1230526567,0.8769473433,1,1,Trainee 3,3,1,1,0,0
P2Test2_02182019,slide8.5,0,2,0.1230526567,0.8769473433,1,1,Trainee 3,3,0,1,0,0
P2Test2_02182019,slide6.6,0,2,0.1293079257,0.8706920743,1,1,Trainee 3,3,1,1,0,0
P2Test2_02182019,slide6.6,0,2,0.1293079257,0.8706920743,0,1,Trainee 3,3,0,0,1,0
P9Test2_02032019,slide4.1,0,2,0.1312203407,0.8687796593,1,1,Trainee 2,3,1,1,0,0
P9Test2_02032019,slide4.1,0,2,0.1312203407,0.8687796593,1,1,Trainee 2,3,0,1,0,0
P10Test2_02032019,slide8.9,0,2,0.1314924359,0.8685075641,1,1,None-GI Specialist 1,2,1,1,0,0
P10Test2_02032019,slide8.9,0,2,0.1314924359,0.8685075641,1,1,None-GI Specialist 1,2,0,1,0,0
P1Test2_03082019,slide2.9,0,1,0.1317622066,0.8682377934,1,1,None-GI Specialist 2,2,1,1,0,0
P1Test2_03082019,slide2.9,0,1,0.1317622066,0.8682377934,1,1,None-GI Specialist 2,2,0,1,0,0
P10Test1_02152019,slide7.1,1,3,0.1395611167,0.8604388833,0,0,None-GI Specialist 1,2,0,1,0,1
P10Test1_02152019,slide7.1,1,3,0.1395611167,0.8604388833,1,0,None-GI Specialist 1,2,1,0,2,1
P8Test2_02022019,slide2.4,0,2,0.141067028,0.858932972,1,1,GI Specialist 1,1,1,1,0,0
P8Test2_02022019,slide2.4,0,2,0.141067028,0.858932972,1,1,GI Specialist 1,1,0,1,0,0
P1Test2_03082019,slide8.6,0,2,0.1413074136,0.8586925864,1,1,None-GI Specialist 2,2,1,1,0,0
P1Test2_03082019,slide8.6,0,2,0.1413074136,0.8586925864,1,1,None-GI Specialist 2,2,0,1,0,0
P5Test1_02012019,slide5.9,1,2,0.14166677,0.85833323,1,1,Trainee 1,3,1,1,0,0
P5Test1_02012019,slide5.9,1,2,0.14166677,0.85833323,1,1,Trainee 1,3,0,1,0,0
P11Test1_02072019,slide5.5,1,2,0.1426818967,0.8573181033,1,1,None-GI Specialist 5,4,1,1,0,0
P11Test1_02072019,slide5.5,1,2,0.1426818967,0.8573181033,1,1,None-GI Specialist 5,4,0,1,0,0
P8Test1_02282019,slide1.8,1,2,0.1438289881,0.8561710119,1,1,GI Specialist 1,1,1,1,0,0
P8Test1_02282019,slide1.8,1,2,0.1438289881,0.8561710119,1,1,GI Specialist 1,1,0,1,0,0
P6Test2_02262019,slide4.6,0,2,0.1440168768,0.8559831381,1,1,None-GI Specialist 4,2,1,1,0,0
P6Test2_02262019,slide4.6,0,2,0.1440168768,0.8559831381,0,1,None-GI Specialist 4,2,0,0,1,0
P7Test1_02022019,slide7.5,1,2,0.1454480886,0.8545519114,1,1,GI Specialist 2,1,1,1,0,0
P7Test1_02022019,slide7.5,1,2,0.1454480886,0.8545519114,1,1,GI Specialist 2,1,0,1,0,0
P9Test2_02032019,slide6.6,0,2,0.1530152559,0.8469847441,1,1,Trainee 2,3,1,1,0,0
P9Test2_02032019,slide6.6,0,2,0.1530152559,0.8469847441,0,1,Trainee 2,3,0,0,1,0
P6Test2_02262019,slide8.6,0,2,0.1530170441,0.8469829559,1,1,None-GI Specialist 4,2,1,1,0,0
P6Test2_02262019,slide8.6,0,2,0.1530170441,0.8469829559,0,1,None-GI Specialist 4,2,0,0,1,0
P1Test1_11302019,slide5.2,1,2,0.1545725763,0.8454274535,0,0,None-GI Specialist 2,2,0,1,0,1
P1Test1_11302019,slide5.2,1,2,0.1545725763,0.8454274535,1,0,None-GI Specialist 2,2,1,0,2,1
P8Test2_02022019,slide8.6,0,2,0.1545984149,0.8454015851,1,1,GI Specialist 1,1,1,1,0,0
P8Test2_02022019,slide8.6,0,2,0.1545984149,0.8454015851,1,1,GI Specialist 1,1,0,1,0,0
P10Test2_02032019,slide6.6,0,2,0.1555560827,0.8444439173,1,1,None-GI Specialist 1,2,1,1,0,0
P10Test2_02032019,slide6.6,0,2,0.1555560827,0.8444439173,1,1,None-GI Specialist 1,2,0,1,0,0
P6Test1_02012019,slide1.5,1,2,0.1573706418,0.8426293731,1,1,None-GI Specialist 4,2,1,1,0,0
P6Test1_02012019,slide1.5,1,2,0.1573706418,0.8426293731,1,1,None-GI Specialist 4,2,0,1,0,0
P6Test1_02012019,slide5.2,1,2,0.158971563,0.8410284519,0,0,None-GI Specialist 4,2,1,1,0,1
P6Test1_02012019,slide5.2,1,2,0.158971563,0.8410284519,0,0,None-GI Specialist 4,2,0,1,0,1
P7Test1_02022019,slide5.4,1,2,0.1637724638,0.8362275362,1,1,GI Specialist 2,1,1,1,0,0
P7Test1_02022019,slide5.4,1,2,0.1637724638,0.8362275362,1,1,GI Specialist 2,1,0,1,0,0
P4Test1_02242019,slide7.1,1,3,0.1665764451,0.8334235549,1,0,GI Specialist 3,1,1,0,2,1
P4Test1_02242019,slide7.1,1,3,0.1665764451,0.8334235549,1,0,GI Specialist 3,1,0,0,2,1
P11Test1_02072019,slide5.4,1,2,0.1669930816,0.8330069184,1,1,None-GI Specialist 5,4,1,1,0,0
P11Test1_02072019,slide5.4,1,2,0.1669930816,0.8330069184,1,1,None-GI Specialist 5,4,0,1,0,0
P7Test2_02252019,slide8.4,0,2,0.1675766706,0.8324233294,1,1,GI Specialist 2,1,1,1,0,0
P7Test2_02252019,slide8.4,0,2,0.1675766706,0.8324233294,1,1,GI Specialist 2,1,0,1,0,0
P5Test1_02012019,slide1.8,1,2,0.1679417044,0.8320583105,1,1,Trainee 1,3,1,1,0,0
P5Test1_02012019,slide1.8,1,2,0.1679417044,0.8320583105,1,1,Trainee 1,3,0,1,0,0
P3Test2_11312019,slide6.6,0,2,0.1742081642,0.8257918358,1,1,None-GI Specialist 3,4,1,1,0,0
P3Test2_11312019,slide6.6,0,2,0.1742081642,0.8257918358,1,1,None-GI Specialist 3,4,0,1,0,0
P1Test1_11302019,slide5.5,1,2,0.1751057506,0.8248942494,1,1,None-GI Specialist 2,2,1,1,0,0
P1Test1_11302019,slide5.5,1,2,0.1751057506,0.8248942494,1,1,None-GI Specialist 2,2,0,1,0,0
P9Test2_02032019,slide2.8,0,2,0.1800431609,0.8199568391,1,1,Trainee 2,3,1,1,0,0
P9Test2_02032019,slide2.8,0,2,0.1800431609,0.8199568391,1,1,Trainee 2,3,0,1,0,0
P5Test2_02212019,slide8.5,0,2,0.1816953719,0.8183045983,1,1,Trainee 1,3,1,1,0,0
P5Test2_02212019,slide8.5,0,2,0.1816953719,0.8183045983,1,1,Trainee 1,3,0,1,0,0
P1Test1_11302019,slide1.8,1,2,0.1869558692,0.8130441308,1,1,None-GI Specialist 2,2,1,1,0,0
P1Test1_11302019,slide1.8,1,2,0.1869558692,0.8130441308,1,1,None-GI Specialist 2,2,0,1,0,0
P6Test1_02012019,slide1.3,1,2,0.1875192523,0.8124807477,0,0,None-GI Specialist 4,2,1,1,0,1
P6Test1_02012019,slide1.3,1,2,0.1875192523,0.8124807477,0,0,None-GI Specialist 4,2,0,1,0,1
P11Test1_02072019,slide3.7,1,3,0.1878840327,0.8121159673,0,0,None-GI Specialist 5,4,1,1,0,1
P11Test1_02072019,slide3.7,1,3,0.1878840327,0.8121159673,0,0,None-GI Specialist 5,4,0,1,0,1
P1Test1_11302019,slide7.8,1,2,0.1921821237,0.8078178763,0,0,None-GI Specialist 2,2,0,1,0,1
P1Test1_11302019,slide7.8,1,2,0.1921821237,0.8078178763,1,0,None-GI Specialist 2,2,1,0,2,1
P9Test2_02032019,slide8.10,0,2,0.1949906349,0.8050093651,1,1,Trainee 2,3,1,1,0,0
P9Test2_02032019,slide8.10,0,2,0.1949906349,0.8050093651,1,1,Trainee 2,3,0,1,0,0
P9Test2_02032019,slide2.7,0,2,0.1977140307,0.8022859693,1,1,Trainee 2,3,1,1,0,0
P9Test2_02032019,slide2.7,0,2,0.1977140307,0.8022859693,1,1,Trainee 2,3,0,1,0,0
P11Test2_02202019,slide2.3,0,2,0.1980986595,0.8019013405,0,0,None-GI Specialist 5,4,1,1,0,1
P11Test2_02202019,slide2.3,0,2,0.1980986595,0.8019013405,0,0,None-GI Specialist 5,4,0,1,0,1
P11Test1_02072019,slide7.5,1,2,0.1985192895,0.8014807105,1,1,None-GI Specialist 5,4,1,1,0,0
P11Test1_02072019,slide7.5,1,2,0.1985192895,0.8014807105,1,1,None-GI Specialist 5,4,0,1,0,0
P5Test1_02012019,slide7.8,1,2,0.2102797031,0.7897202969,0,0,Trainee 1,3,1,1,0,1
P5Test1_02012019,slide7.8,1,2,0.2102797031,0.7897202969,0,0,Trainee 1,3,0,1,0,1
P1Test1_11302019,slide3.4,1,2,0.2106656432,0.7893343568,1,1,None-GI Specialist 2,2,1,1,0,0
P1Test1_11302019,slide3.4,1,2,0.2106656432,0.7893343568,1,1,None-GI Specialist 2,2,0,1,0,0
P5Test1_02012019,slide5.5,1,2,0.2124471664,0.7875528336,1,1,Trainee 1,3,1,1,0,0
P5Test1_02012019,slide5.5,1,2,0.2124471664,0.7875528336,1,1,Trainee 1,3,0,1,0,0
P5Test2_02212019,slide8.6,0,2,0.2149413228,0.7850586772,1,1,Trainee 1,3,1,1,0,0
P5Test2_02212019,slide8.6,0,2,0.2149413228,0.7850586772,1,1,Trainee 1,3,0,1,0,0
P10Test1_02152019,slide1.2,1,1,0.2177205086,0.7822794914,1,1,None-GI Specialist 1,2,1,1,0,0
P10Test1_02152019,slide1.2,1,1,0.2177205086,0.7822794914,1,1,None-GI Specialist 1,2,0,1,0,0
P1Test1_11302019,slide7.9,1,2,0.2179026008,0.7820973992,1,0,None-GI Specialist 2,2,1,0,2,1
P1Test1_11302019,slide7.9,1,2,0.2179026008,0.7820973992,1,0,None-GI Specialist 2,2,0,0,2,1
P11Test1_02072019,slide5.6,1,2,0.2184472084,0.7815527916,1,1,None-GI Specialist 5,4,1,1,0,0
P11Test1_02072019,slide5.6,1,2,0.2184472084,0.7815527916,1,1,None-GI Specialist 5,4,0,1,0,0
P8Test2_02022019,slide8.4,0,2,0.2189373374,0.7810626626,1,1,GI Specialist 1,1,1,1,0,0
P8Test2_02022019,slide8.4,0,2,0.2189373374,0.7810626626,1,1,GI Specialist 1,1,0,1,0,0
P9Test2_02032019,slide6.8,0,2,0.2213697881,0.778630197,0,0,Trainee 2,3,1,1,0,1
P9Test2_02032019,slide6.8,0,2,0.2213697881,0.778630197,0,0,Trainee 2,3,0,1,0,1
P11Test2_02202019,slide4.9,0,2,0.2262566686,0.7737433314,0,0,None-GI Specialist 5,4,1,1,0,1
P11Test2_02202019,slide4.9,0,2,0.2262566686,0.7737433314,0,0,None-GI Specialist 5,4,0,1,0,1
P1Test1_11302019,slide7.1,1,3,0.2279486656,0.7720513344,1,0,None-GI Specialist 2,2,1,0,2,1
P1Test1_11302019,slide7.1,1,3,0.2279486656,0.7720513344,1,0,None-GI Specialist 2,2,0,0,2,1
P6Test2_02262019,slide2.7,0,2,0.2296438664,0.7703561187,1,1,None-GI Specialist 4,2,1,1,0,0
P6Test2_02262019,slide2.7,0,2,0.2296438664,0.7703561187,0,1,None-GI Specialist 4,2,0,0,1,0
P6Test1_02012019,slide5.5,1,2,0.2316748947,0.7683250904,1,1,None-GI Specialist 4,2,0,1,0,0
P6Test1_02012019,slide5.5,1,2,0.2316748947,0.7683250904,0,1,None-GI Specialist 4,2,1,0,1,0
P11Test1_02072019,slide1.8,1,2,0.2380911112,0.7619088888,1,1,None-GI Specialist 5,4,1,1,0,0
P11Test1_02072019,slide1.8,1,2,0.2380911112,0.7619088888,1,1,None-GI Specialist 5,4,0,1,0,0
P5Test1_02012019,slide7.9,1,2,0.2384833097,0.7615166903,1,0,Trainee 1,3,1,0,2,1
P5Test1_02012019,slide7.9,1,2,0.2384833097,0.7615166903,1,0,Trainee 1,3,0,0,2,1
P9Test2_02032019,slide6.10,0,1,0.2426663339,0.7573336363,1,1,Trainee 2,3,1,1,0,0
P9Test2_02032019,slide6.10,0,1,0.2426663339,0.7573336363,0,1,Trainee 2,3,0,0,1,0
P1Test1_11302019,slide3.1,1,3,0.2431648374,0.7568351626,1,0,None-GI Specialist 2,2,1,0,2,1
P1Test1_11302019,slide3.1,1,3,0.2431648374,0.7568351626,1,0,None-GI Specialist 2,2,0,0,2,1
P7Test1_02022019,slide1.1,1,1,0.2450380623,0.7549619675,0,0,GI Specialist 2,1,1,1,0,1
P7Test1_02022019,slide1.1,1,1,0.2450380623,0.7549619675,0,0,GI Specialist 2,1,0,1,0,1
P7Test1_02022019,slide5.8,1,2,0.2456845641,0.7543154359,1,1,GI Specialist 2,1,1,1,0,0
P7Test1_02022019,slide5.8,1,2,0.2456845641,0.7543154359,1,1,GI Specialist 2,1,0,1,0,0
P2Test2_02182019,slide4.10,0,2,0.2460107207,0.7539892793,0,0,Trainee 3,3,0,1,0,1
P2Test2_02182019,slide4.10,0,2,0.2460107207,0.7539892793,1,0,Trainee 3,3,1,0,2,1
P11Test1_02072019,slide1.2,1,1,0.2488911152,0.7511088848,1,1,None-GI Specialist 5,4,1,1,0,0
P11Test1_02072019,slide1.2,1,1,0.2488911152,0.7511088848,1,1,None-GI Specialist 5,4,0,1,0,0
P7Test1_02022019,slide3.1,1,3,0.2512849569,0.7487150431,1,0,GI Specialist 2,1,1,0,2,1
P7Test1_02022019,slide3.1,1,3,0.2512849569,0.7487150431,1,0,GI Specialist 2,1,0,0,2,1
P2Test1_11302019,slide5.1,1,1,0.2514873147,0.7485126853,0,0,Trainee 3,3,0,1,0,1
P2Test1_11302019,slide5.1,1,1,0.2514873147,0.7485126853,1,0,Trainee 3,3,1,0,2,1
P5Test1_02012019,slide5.2,1,2,0.2533510625,0.7466489673,0,0,Trainee 1,3,1,1,0,1
P5Test1_02012019,slide5.2,1,2,0.2533510625,0.7466489673,0,0,Trainee 1,3,0,1,0,1
P7Test1_02022019,slide3.4,1,2,0.2538377643,0.7461622357,1,1,GI Specialist 2,1,1,1,0,0
P7Test1_02022019,slide3.4,1,2,0.2538377643,0.7461622357,1,1,GI Specialist 2,1,0,1,0,0
P10Test2_02032019,slide8.6,0,2,0.2562901974,0.7437098026,1,1,None-GI Specialist 1,2,1,1,0,0
P10Test2_02032019,slide8.6,0,2,0.2562901974,0.7437098026,1,1,None-GI Specialist 1,2,0,1,0,0
P4Test2_11312019,slide6.2,0,2,0.2578858137,0.7421141863,1,1,GI Specialist 3,1,1,1,0,0
P4Test2_11312019,slide6.2,0,2,0.2578858137,0.7421141863,1,1,GI Specialist 3,1,0,1,0,0
P5Test1_02012019,slide1.5,1,2,0.2584781349,0.7415218353,1,1,Trainee 1,3,1,1,0,0
P5Test1_02012019,slide1.5,1,2,0.2584781349,0.7415218353,1,1,Trainee 1,3,0,1,0,0
P8Test2_02022019,slide6.6,0,2,0.2587592602,0.7412407398,1,1,GI Specialist 1,1,1,1,0,0
P8Test2_02022019,slide6.6,0,2,0.2587592602,0.7412407398,1,1,GI Specialist 1,1,0,1,0,0
P9Test2_02032019,slide6.4,0,2,0.2634029984,0.7365970016,0,0,Trainee 2,3,1,1,0,1
